Id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,feature_167,feature_168,feature_169,feature_170,feature_171,feature_172,feature_173,feature_174,feature_175,feature_176,feature_177,feature_178,feature_179,feature_180,feature_181,feature_182,feature_183,feature_184,feature_185,feature_186,feature_187,feature_188,feature_189,feature_190,feature_191,feature_192,feature_193,feature_194,feature_195,feature_196,feature_197,feature_198,feature_199,feature_200,feature_201,feature_202,feature_203,feature_204,feature_205,feature_206,feature_207,feature_208,feature_209,feature_210,feature_211,feature_212,feature_213,feature_214,feature_215,feature_216,feature_217,feature_218,feature_219,feature_220,feature_221,feature_222,feature_223,feature_224,feature_225,feature_226,feature_227,feature_228,feature_229,feature_230,feature_231,feature_232,feature_233,feature_234,feature_235,feature_236,feature_237,feature_238,feature_239,feature_240,feature_241,feature_242,feature_243,feature_244,feature_245,feature_246,feature_247,feature_248,feature_249,feature_250,feature_251,feature_252,feature_253,feature_254,feature_255,feature_256,feature_257,feature_258,feature_259,feature_260,feature_261,feature_262,feature_263,feature_264,feature_265,feature_266,feature_267,feature_268,feature_269,feature_270,feature_271,feature_272,feature_273,feature_274,feature_275,feature_276,feature_277,feature_278,feature_279,feature_280,feature_281,feature_282,feature_283,feature_284,feature_285,Energy_consumption
3659,4,10,MT,A,2,0,-2,1,0,10,1,2,1,2,8,-2,3,2,0,3,6,4,5,0,1,41,2,3,3,2,1,0,-2,-2,-2,0,-2,-2,0,0,0,2,3,22,1,0,3,22,1,2,0,-2,-2,-2,1,5,-2,-2,10,2,0,-2,-2,0,-2,-2,1,12,1,2,2,1,1,1,0,0,0,0,0,1,3,1,2,1,1,3,2,3,2,1,5,3,1,4,3,2,2,3,3,1,2,3,1,3,0,0,1,0,0,1,1,1,0,1,2,0,1,1,1,-2,3,1,3,1,1,1,66,66,66,0,-2,-2,-2,0,0,0,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,6,0,0,0,0,-2,1,-2,3,2,0,-2,2,10,0,3,3,0,1,1,0,-2,0,0,0,0,1,0,1,0,1,-2,1,1,1,1,0,1,1,-2,-2,1,1,1,2,60,0,0,1,3,2,2,0,5,3,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,1323,1323,1723,400,2253.8604146147422,319,447,58,MR,3C,2487,2011,67,396.66113934095284,0.09141136446736052,0.0,11.657866353560829,16.0067133950293,7.585198328142682,56.05558810629854,31.81407221861383,24.241515887684717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,935.4665614441216
3660,3,5,MT,A,2,0,-2,1,0,10,0,-2,1,5,6,-2,3,2,1,3,6,1,5,0,0,41,2,3,1,4,1,0,-2,-2,-2,0,-2,-2,1,1,0,2,4,21,3,1,1,-2,42,9,1,2,2,3,1,5,-2,-2,3,3,0,-2,-2,0,-2,-2,1,7,1,23,4,0,0,0,0,0,0,0,0,1,0,-2,5,1,1,8,2,2,2,1,5,2,2,3,4,1,1,1,2,5,2,2,3,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,-2,3,1,5,1,1,1,76,76,76,0,-2,-2,-2,0,-2,0,-2,1,3,0,5,1,1,1,1,3,1,78,78,78,-2,0,-2,0,2,1,0,0,0,-2,1,-2,2,3,0,-2,2,29,1,0,0,0,1,1,0,-2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,-2,-2,0,-2,-2,1,53,2,0,2,3,2,2,0,5,3,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,2355,2355,2355,0,0,3667.252847585139,2104,2112,264,MH,3A,2454,2113,462,269.3503926323467,0.07974182857791025,2.2430792902171683,12.834544555747067,18.437866705331444,5.076248111910873,101.54091060393304,72.64908466430238,28.891825939630657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,2345.588188823131
3661,4,10,MT,A,2,0,-2,1,0,10,1,2,1,4,6,-2,2,3,2,4,6,2,5,0,2,30,2,2,1,4,1,0,-2,-2,-2,0,-2,-2,0,0,1,1,3,22,2,1,-2,-2,-2,-2,0,-2,-2,-2,1,1,-2,-2,3,0,0,-2,-2,0,-2,-2,1,7,0,-2,2,1,0,1,0,0,0,0,0,1,0,-2,41,1,2,1,2,3,3,1,1,1,2,3,2,1,3,5,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,-2,3,1,1,1,1,2,71,68,60,0,-2,-2,-2,0,0,0,-2,1,1,0,3,1,1,2,-2,-2,-2,70,68,75,-2,0,0,0,4,0,0,0,0,-2,1,-2,3,2,0,-2,1,2,4,2,0,0,1,0,-9,-9,0,0,0,0,0,0,0,0,0,-2,-9,-9,-9,-9,-9,1,1,-2,-2,-9,-9,-9,1,79,0,0,2,1,1,1,0,5,2,0,-2,-2,-2,-2,-2,-2,2,0,0,-2,-2,-2,0,-2,-2,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,-2,-2,-2,0,1024,1024,1024,400,400,2123.499706336533,1302,2238,256,HD,3B-4B,1610,1069,15,443.3256684402162,0.08168675122615197,0.0,11.634527281781931,19.13803885869846,5.893115624172393,46.731045453833296,26.526411014839088,17.991701449824795,1.23930471145962,0.973628277709802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,5,-2,-2,1096.0524062647003
3662,4,10,MT,A,2,0,-2,0,-2,20,1,2,1,7,8,-2,3,2,1,1,4,5,1,1,1,30,2,2,1,3,1,0,-2,-2,-2,0,-2,-2,0,0,0,1,3,23,2,1,-2,-2,-2,-2,0,-2,-2,-2,1,1,-2,-2,10,3,0,-2,-2,0,-2,-2,1,14,1,2,4,1,0,1,0,0,1,0,0,1,0,-2,3,1,1,3,2,2,1,1,5,3,1,3,3,1,2,2,1,3,3,3,1,2,0,0,0,0,0,1,1,1,0,0,3,0,1,1,1,-2,3,1,1,1,0,2,70,55,65,1,1,5,-2,-2,0,0,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,1,0,0,0,-2,1,-2,3,2,0,-2,1,7,0,3,3,0,1,1,0,-2,0,0,0,0,0,0,1,0,1,-2,1,0,0,1,0,1,1,-2,-2,1,0,-2,2,28,1,0,4,2,4,4,0,5,7,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,1965,1965,2365,400,2766.9663387408114,197,337,0,MR,3C,3646,2923,322,376.6867837435104,0.10697074565329426,0.0,11.729828491545774,16.998623945632573,6.243201700855901,60.29240760322831,21.959732636767534,32.287466391195856,6.045208575264894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,1002.8929453211006
3663,3,7,MT,A,2,0,-2,1,0,10,0,-2,1,1,5,-2,2,2,0,3,5,1,5,0,0,50,1,1,2,3,1,0,-2,-2,-2,0,-2,-2,1,1,0,1,4,21,3,1,-2,-2,-2,-2,1,1,3,2,1,1,-2,-2,21,1,0,-2,-2,0,-2,-2,1,7,0,-2,1,1,0,1,0,0,0,1,0,0,-2,-2,-2,1,1,5,2,3,2,1,5,5,3,2,2,3,4,5,1,3,3,4,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,-2,3,5,3,1,0,2,74,65,70,1,1,5,-2,0,-2,0,-2,1,1,0,3,1,0,2,-2,-2,-2,76,90,78,-2,0,-2,0,1,2,0,1,0,-2,1,-2,3,3,0,-2,3,10,0,2,4,0,3,1,0,-2,0,0,0,0,0,0,0,-2,0,1,1,1,0,1,0,1,1,-2,-2,-9,-9,-9,2,63,1,1,1,3,2,2,0,5,3,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,-2,-2,-2,0,1184,1184,1184,0,0,2709.467767788561,3438,3882,544,HH,1A-2A,635,645,73,0.0,0.09335628711560223,4.716437421986155,14.962289932923506,18.34062057291936,8.188124349097615,60.88094119658625,0.0,40.16693151601752,11.160549632405424,0.0,9.553460048163297,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,3862.280685758956
3664,4,10,MT,A,2,0,-2,1,0,10,0,-2,1,1,7,-2,3,2,0,4,7,3,3,0,1,41,2,3,1,3,1,0,-2,-2,-2,0,-2,-2,0,0,0,2,3,22,41,0,1,-2,2,4,1,2,2,2,1,5,-2,-2,21,3,0,-2,-2,0,-2,-2,2,3,1,23,1,1,0,1,0,0,0,0,0,1,4,2,2,1,1,8,2,3,2,1,5,8,2,3,1,3,5,5,3,2,4,4,1,2,0,4,1,0,0,1,3,0,3,1,4,0,1,1,1,-2,10,5,2,1,1,1,75,75,75,0,-2,-2,-2,0,-2,0,-2,1,2,-2,-2,-2,-2,-2,1,1,1,68,68,70,-2,0,-2,0,4,2,0,0,0,-2,5,-2,41,2,0,-2,1,10,3,3,0,0,1,0,0,-2,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,-2,-2,-2,0,-2,-2,1,29,0,0,1,1,5,3,2,5,6,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,120,840,840,720,0,2454.791334196381,235,491,5,MR,4C,4829,3973,805,888.9152268429857,0.10891566830153596,0.07371256836836095,10.206954057972512,17.11531930452708,5.309638829699878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,-2,-2,-2,3703.325269594399
3665,2,4,MT,A,2,1,0,1,1,20,0,-2,1,1,3,-2,3,1,1,4,7,3,5,1,0,41,2,3,2,3,1,0,-2,-2,-2,0,-2,-2,1,0,0,2,4,23,2,1,2,22,41,1,0,-2,-2,-2,1,1,-2,-2,7,1,0,-2,-2,0,-2,-2,1,12,0,-2,4,0,0,0,0,0,0,0,0,0,-2,-2,-2,1,1,2,2,3,2,1,1,2,2,1,3,3,3,4,-2,-2,-2,-2,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,-2,3,1,41,1,1,1,72,72,72,0,-2,-2,1,0,-2,0,-2,1,1,0,3,1,1,1,-2,-2,-2,78,78,78,0,0,-2,-2,5,0,0,0,0,-2,1,-2,3,3,0,-2,2,4,4,2,0,0,1,1,0,-2,0,0,0,0,0,0,1,-2,0,-2,1,0,1,0,0,1,1,-2,-2,0,-2,-2,1,80,0,0,1,2,1,1,0,5,3,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,-2,-2,-2,0,3030,4545,5512,2482,967,4379.408270369071,731,643,13,VC,5A,6923,6441,3189,1113.4468219692503,0.10891566830153596,0.7052289522524454,9.592358501128132,17.11531930452708,-0.5445783415076798,219.803488168389,195.72203941465457,18.828601665363202,3.4905526767994037,1.7624889038366411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,754.1511475617878
3666,4,10,MT,A,5,-2,-2,-2,-2,-2,-2,-2,2,5,8,1,0,1,0,1,1,2,-2,0,1,10,2,2,1,4,1,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,3,22,3,0,-2,-2,-2,-2,0,-2,-2,-2,1,5,-2,-2,2,0,0,-2,-2,0,-2,-2,1,9,0,-2,4,0,0,0,0,0,0,0,0,1,1,2,3,0,-2,-2,-2,-2,-2,0,-2,-2,-2,2,3,3,5,5,1,5,5,5,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,-2,3,1,41,1,0,2,72,68,74,1,4,7,-2,-2,-2,0,-2,1,1,0,42,1,0,2,-2,-2,-2,77,80,77,-2,-2,-2,0,0,1,-2,-2,0,-2,1,1,41,2,0,-2,1,0,1,0,0,0,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-9,-2,-2,-9,-9,-9,-9,0,1,1,-2,-2,-9,-9,-9,1,49,1,0,1,3,1,1,0,5,2,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,497,497,497,0,0,2299.7037468039284,1264,1567,10,HD,3B-4B,2580,2012,290,346.4860248616131,0.0991910550603274,0.003500860766835085,12.068245032339833,19.293632670557802,6.6127370040218265,19.042932141199447,5.012065664518897,14.030866476680545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09724613241208567,0.0,2,1,-2,-2,699.9080328713858
3667,3,5,MN,C,2,0,-2,1,0,10,0,-2,1,4,4,-2,3,1,1,4,7,3,5,0,1,41,2,3,2,3,1,1,4,0,-2,0,-2,-2,0,0,0,1,3,1,1,0,-2,-2,-2,-2,0,-2,-2,-2,1,5,-2,-2,7,3,0,-2,-2,0,-2,-2,1,28,1,2,2,1,0,1,1,0,1,0,0,0,-2,-2,-2,1,1,6,2,3,2,1,5,6,2,5,3,2,5,5,3,2,5,5,4,1,0,2,1,5,0,0,1,1,2,1,1,5,1,0,1,-2,4,5,3,1,1,1,75,75,75,1,9,3,-2,0,-2,0,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,3,0,0,0,-2,5,-2,3,3,0,-2,2,20,1,0,0,1,1,0,0,-2,0,0,0,0,0,0,0,-2,0,-2,0,0,0,1,0,1,-2,-2,1,0,-2,-2,1,63,1,0,2,2,5,4,1,5,3,0,-2,-2,-2,-2,-2,-2,0,0,3,0,1,0,0,-2,-2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,-2,-2,-2,0,0,2040,2040,2040,0,3603.470861711359,1660,1702,71,MH,4A,3436,3455,1228,526.7336762100621,0.07779690592966855,1.836201472205002,11.424475635771826,17.737694551964427,4.842857394121866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.703442481055982,2.703442481055982,-0.3889845296483427,-0.3889845296483427,1,-2,5,-2,5459.109247093491
3668,2,3,MT,A,5,-2,-2,-2,-2,-2,-2,-2,2,6,8,1,0,1,0,1,1,7,-2,0,0,10,1,2,2,3,0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,3,22,2,0,-2,-2,-2,-2,0,-2,-2,-2,1,5,-2,-2,15,0,0,-2,-2,0,-2,-2,1,5,0,-2,2,0,0,0,0,0,1,0,0,0,-2,-2,-2,0,-2,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,1,1,-2,-2,-2,-2,1,0,0,0,0,0,0,0,1,3,1,1,2,0,1,1,1,-2,5,5,3,0,-2,4,69,56,68,0,-2,-2,-2,-2,-2,1,2,1,2,-2,-2,-2,-2,-2,1,1,4,78,78,78,-2,-2,-2,-2,0,0,-2,-2,0,-2,5,2,3,-2,-2,-2,1,1,4,2,0,0,-2,-2,-9,-9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,-2,1,-2,-2,-2,-9,-9,-9,1,34,2,0,4,5,2,2,0,0,2,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,458,458,458,0,0,6617.286364808639,1009,1130,15,VC,5A,6030,5482,2670,1145.388286621324,0.10891566830153596,0.8876626966575181,9.504836981957254,17.407057701763335,1.0502582300505254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,-2,-2,-2,707.2849299839016
3669,3,7,MT,A,2,0,-2,1,0,10,1,2,1,5,6,-2,4,2,0,3,7,1,5,1,0,41,1,2,2,4,1,0,-2,-2,-2,0,-2,-2,0,0,0,2,4,21,1,1,3,22,5,2,1,1,5,3,1,5,-2,-2,7,0,0,-2,-2,0,-2,-2,1,30,0,-2,1,0,1,0,0,0,0,1,0,1,7,3,3,1,2,2,2,3,2,1,5,1,3,5,2,2,5,5,2,5,5,5,4,1,0,0,2,0,0,0,1,0,4,1,4,0,1,1,1,-2,3,5,3,1,1,3,74,74,71,1,4,7,-2,1,0,0,-2,1,1,0,3,1,0,2,-2,-2,-2,76,76,74,-2,0,0,0,6,5,0,0,0,-2,5,-2,41,2,0,-2,2,7,2,4,0,1,2,1,0,-2,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,-2,-2,-2,0,-2,-2,1,50,2,0,7,2,5,4,1,5,2,0,-2,-2,-2,-2,-2,-2,1,0,1,0,-2,-2,1,30,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2352,5104,5104,3152,400,4104.334876716905,3077,3435,497,HH,1A-2A,1249,1148,159,88.7293161354352,0.07974182857791025,4.149103485494049,13.593064388561338,18.16557753457761,7.0795184395998385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09724613241208567,0.0,1,-2,-2,-2,6457.014438283175
3670,3,5,MT,A,2,0,-2,1,0,10,0,-2,1,4,6,-2,4,2,0,4,8,2,5,0,0,42,1,1,2,4,1,1,5,0,-2,0,-2,-2,0,1,0,2,4,21,41,1,3,22,42,4,1,1,3,2,1,5,-2,-2,10,2,0,-2,-2,0,-2,-2,1,20,1,2,2,0,1,0,0,0,0,0,0,1,2,2,3,1,1,3,3,3,3,1,1,3,1,5,3,3,4,4,3,3,3,3,3,2,0,1,1,0,0,0,1,1,1,1,2,0,1,1,1,-2,3,1,42,1,1,1,72,72,72,0,-2,-2,-2,0,-2,0,-2,1,1,0,42,1,1,1,-2,-2,-2,68,68,68,-2,0,-2,0,9,0,0,0,0,-2,1,-2,3,3,0,-2,2,4,4,2,0,0,2,1,0,-2,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,-2,-2,0,-2,-2,1,63,0,0,1,3,2,2,0,5,2,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,-2,-2,-2,0,1364,1364,1364,0,0,3150.065378806685,1827,1985,179,MH,3A,2879,2590,736,372.0714822992328,0.07585198328142684,1.6837195365828517,12.138262247676534,17.776593004929268,4.940103526533952,195.14556434171573,152.45470670507498,39.890946992232024,0.0,2.799910644408771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,3993.3509679466133
3671,3,7,MT,C,2,0,-2,1,0,10,1,2,1,3,3,-2,3,2,0,4,7,1,5,0,0,41,1,2,1,4,1,0,-2,-2,-2,0,-2,-2,1,0,0,2,4,21,2,1,3,21,41,4,1,2,4,41,0,-2,-2,-2,-2,-2,1,1,10,1,1,4,1,20,1,2,3,0,1,1,0,0,0,0,0,0,-2,-2,-2,1,1,7,3,3,3,1,5,7,41,2,3,1,3,3,1,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,-2,3,1,41,1,1,1,70,68,68,0,-2,-2,-2,0,0,0,-2,1,1,0,41,1,1,1,-2,-2,-2,70,70,70,-2,0,0,0,4,0,0,1,0,-2,1,-2,41,2,0,-2,1,2,2,4,0,0,1,1,0,-2,0,0,0,1,0,0,0,-2,0,0,1,0,0,0,0,1,1,-2,-2,0,-2,-2,2,63,0,0,1,2,2,2,0,5,2,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,-2,-2,-2,0,2462,2462,2462,400,400,8813.417750696693,2714,3119,346,HH,1A-2A,1580,1338,267,123.25558298702214,0.07585198328142684,3.948970944989976,13.342169366938155,18.107229855130356,6.1848540214086505,82.63587347849392,53.25256558565259,22.542625954445587,6.840681938395755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,5,-2,-2,2409.6097911120983
3672,4,10,MT,A,5,-2,-2,-2,-2,-2,-2,-2,2,7,8,0,2,1,0,2,4,4,-2,0,1,10,1,2,2,3,0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,1,-2,2,0,-2,-2,-2,-2,0,-2,-2,-2,1,5,-2,-2,5,5,1,5,0,0,-2,-2,1,7,0,-2,5,1,1,1,0,0,0,0,0,1,3,2,3,0,-2,-2,-2,-2,-2,1,5,0,1,3,1,1,4,4,2,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,-2,1,-2,10,5,2,0,-2,4,70,60,60,0,-2,-2,-2,-2,-2,0,-2,1,2,-2,-2,-2,-2,-2,1,2,4,70,80,75,-2,-2,-2,0,1,0,-2,-2,0,-2,5,2,2,-2,-2,-2,1,4,2,4,0,0,-2,-2,-9,-9,-2,-2,-2,-2,-2,-2,-2,0,0,-2,0,0,0,0,-2,1,-2,-2,-2,-9,-9,-9,1,36,2,0,1,2,2,2,0,5,3,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,254,1014,1014,760,0,3834.776875261393,195,559,3,MR,4C,4995,3867,810,896.0083597411232,0.10891566830153596,0.08207573575580032,10.187504831490095,17.11531930452708,5.309638829699878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,-2,-2,-2,1725.6318416834008
3673,4,10,MT,A,2,1,0,1,0,10,0,-2,1,1,7,-2,3,2,0,3,6,2,5,1,0,42,1,1,3,2,1,0,-2,-2,-2,0,-2,-2,1,1,0,1,4,21,2,1,-2,-2,-2,-2,0,-2,-2,-2,1,1,-2,-2,7,2,0,-2,-2,0,-2,-2,1,2,1,23,4,0,0,1,0,0,0,0,0,1,2,2,1,1,2,1,2,2,1,1,5,1,1,1,3,3,2,2,-2,-2,-2,-2,0,0,0,0,1,0,3,1,0,3,2,1,2,0,1,1,1,-2,6,1,5,1,1,3,70,62,62,1,9,5,0,0,-2,0,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,4,0,0,0,0,-2,1,-2,5,3,0,-2,2,10,2,4,0,1,1,0,0,-2,0,0,0,0,1,0,1,1,1,-2,1,0,0,0,0,1,1,-2,-2,1,1,0,2,38,1,0,7,5,3,2,1,0,8,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,1000,1840,1840,840,4493.467393584629,809,822,0,MR,3C,1892,1888,140,440.8069936107431,0.09335628711560223,0.0,11.49838269640501,17.154217757491914,7.332358383871262,59.47048329208135,24.432896276271702,30.860476644180924,4.177304863893553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3889845296483427,-0.3889845296483427,1,1,-2,-2,860.7838656588176
3674,1,2,MT,A,4,-2,-2,-2,-2,-2,-2,-2,2,2,7,0,1,1,0,2,3,1,5,1,0,20,1,2,1,4,1,-2,-2,-2,-2,0,-2,-2,0,0,-2,1,3,22,3,0,-2,-2,-2,-2,0,-2,-2,-2,1,5,-2,-2,14,1,0,-2,-2,0,-2,-2,1,21,0,-2,1,1,0,0,1,0,0,1,1,0,-2,-2,-2,0,-2,-2,-2,-2,-2,0,-2,-2,-2,2,1,2,5,5,2,5,3,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-2,1,-2,2,3,5,0,-2,1,70,70,70,0,-2,-2,-2,-2,-2,0,-2,1,2,-2,-2,-2,-2,-2,2,3,4,80,75,70,-2,-2,-2,-2,0,2,-2,-2,0,-2,1,2,1,-2,-2,-2,1,2,1,0,0,0,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,1,0,0,-2,1,1,-2,1,-9,-9,-9,1,65,0,1,1,1,1,1,0,5,1,0,-2,-2,-2,-2,-2,-2,1,1,0,-2,-2,-2,0,-2,-2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,-2,-2,-2,0,601,902,902,301,0,17660.672199809884,1104,1350,153,VC,5A,4989,4908,2012,940.9107889210795,0.09724613241208567,0.9586523733183404,10.115542693505153,17.484854607693006,3.072977784221908,12.222282906080576,0.0,12.222282906080576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2676353242836,37.2676353242836,-0.3889845296483427,-0.3889845296483427,1,1,5,-2,358.21001858521413
